Mês Ano;Órgão Superior;Órgão/Entidade Vinculada;Valor Empenhado;Valor Liquidado;Valor Pago;Valor Restos a Pagar Pagos
mai/25;26000 - Ministério da Educação;26282 - Universidade Federal de Viçosa;12.092.311,79;92.316.311,70;115.109.053,97;2.951.058,53
ago/25;26000 - Ministério da Educação;26282 - Universidade Federal de Viçosa;19.780.854,22;95.394.256,84;101.401.868,40;2.120.021,71
abr/25;26000 - Ministério da Educação;26282 - Universidade Federal de Viçosa;355.687.080,27;122.105.214,83;83.772.712,69;3.031.748,78
mar/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;6.683.893,52;6.803.545,93;6.612.991,37;393.667,63
jan/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;9.065.685,07;6.345.209,23;17.631,87;7.538.374,57
ago/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;610.156,90;7.625.475,47;7.683.245,84;16.065,48
jul/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;21.750.960,92;7.504.253,51;9.456.630,52;54.452,87
jun/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;5.641.548,47;9.840.722,82;7.638.562,06;90.867,70
mai/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;6.160.288,69;7.156.688,82;8.804.055,65;241.473,64
fev/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;6.809.153,37;6.488.436,33;5.810.423,25;1.453.285,24
abr/25;26000 - Ministério da Educação;26456 - Universidade Federal do Agreste de Pernambuco;13.323.302,52;9.171.782,02;6.569.386,47;430.043,17
ago/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;7.833.623,81;3.016.753,82;15.950.722,42;99.472,22
mar/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;3.275.144,50;12.321.256,35;11.586.147,92;1.723.769,58
abr/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;2.574.741,40;17.664.537,04;12.699.156,28;901.912,24
jul/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;5.631.776,13;15.498.901,49;19.478.600,83;260.610,60
fev/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;2.050.042,91;10.898.044,53;9.879.112,83;2.890.985,82
mai/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;2.296.591,38;14.428.802,83;17.013.823,87;427.593,63
jun/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;6.566.313,19;20.562.577,78;16.209.779,82;255.111,36
jan/25;26000 - Ministério da Educação;26449 - Universidade Federal do Cariri;129.467.948,46;10.655.320,21;14.883,44;12.454.998,05
mar/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;19.455.930,67;148.854.267,17;155.863.566,04;3.603.169,15
jul/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;51.127.573,63;184.899.316,10;257.779.459,27;5.890.697,13
abr/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;19.726.304,92;201.261.397,68;148.640.398,23;6.107.388,69
fev/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;33.751.361,78;162.015.657,40;139.520.055,14;23.203.377,59
jun/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;31.951.425,19;242.794.225,25;182.500.127,02;1.498.907,49
jan/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;1.762.910.231,02;141.820.444,39;207.876,31;151.899.343,51
mai/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;20.287.787,30;165.639.832,56;193.134.414,25;6.918.041,33
ago/25;26000 - Ministério da Educação;26233 - Universidade Federal do Ceará;41.892.798,57;149.186.559,52;160.719.278,76;2.133.166,57
jan/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;7.788.048,35;7.153.941,96;54.043,42;8.964.718,80
fev/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;7.368.938,68;7.239.435,80;6.781.897,14;2.081.965,30
abr/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;11.493.478,67;10.856.963,65;7.816.715,11;513.751,73
mar/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;7.968.150,97;7.958.232,02;7.403.817,87;838.081,40
mai/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;9.237.710,39;9.538.811,76;8.644.443,80;404.513,71
jul/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;16.042.386,96;10.260.793,86;11.440.860,21;577.048,60
jun/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;11.972.294,77;11.627.516,58;12.192.587,24;303.170,26
ago/25;26000 - Ministério da Educação;26455 - Universidade Federal do Delta do Parnaíba;8.721.778,53;9.777.581,88;10.373.925,87;153.731,47
mai/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;7.836.469,39;109.249.069,34;116.216.088,11;5.402.803,10
fev/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;15.090.177,37;95.853.637,78;94.918.353,72;6.492.186,41
jun/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;27.834.698,69;156.874.033,64;118.023.811,80;1.542.762,69
mar/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;9.990.811,96;102.970.686,85;98.376.751,01;4.203.019,59
abr/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;14.014.318,98;132.504.463,74;100.657.169,75;3.348.478,63
jul/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;53.934.681,85;113.007.220,05;152.760.773,40;1.841.369,89
jan/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;1.134.135.586,45;91.589.148,88;1.575.935,44;106.284.927,63
ago/25;26000 - Ministério da Educação;26234 - Universidade Federal do Espírito Santo;30.585.761,32;108.607.835,01;116.452.057,84;413.581,11
fev/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;5.699.328,85;48.769.093,45;45.418.040,85;11.500.836,14
mar/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;4.459.849,11;51.244.961,32;50.749.143,41;42.374.174,30
jan/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;610.353.390,83;50.844.987,32;94.026,78;55.514.585,04
mai/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;7.986.626,62;59.335.473,61;68.291.188,60;2.299.964,71
abr/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;7.251.633,93;70.226.834,59;51.047.971,67;15.717.747,22
jun/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;12.018.001,48;82.139.923,42;63.296.913,79;2.005.851,42
jul/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;7.518.918,59;60.194.332,76;79.369.849,88;1.675.985,80
ago/25;26000 - Ministério da Educação;26269 - Universidade Federal do Estado do Rio de Janeiro;12.853.094,36;19.907.785,69;60.835.106,15;785.208,25
jun/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;6.906.920,56;14.666.827,95;11.314.578,67;907.901,71
ago/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;2.549.265,92;11.919.256,10;9.518.914,04;418.224,89
fev/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;2.102.199,99;8.264.766,21;9.485.462,67;3.160.955,20
mai/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;3.799.732,12;10.849.896,74;11.886.956,57;1.552.853,60
abr/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;1.330.785,86;12.798.503,47;9.702.169,12;2.124.312,12
mar/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;2.184.391,33;8.629.082,42;8.536.277,02;1.927.428,85
jan/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;111.372.389,52;8.733.921,92;59.427,61;11.361.221,23
jul/25;26000 - Ministério da Educação;26457 - Universidade Federal do Norte do Tocantins;2.530.852,84;11.484.675,12;15.041.269,74;1.178.302,05
fev/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;2.271.755,25;12.009.577,97;9.464.504,87;3.467.906,51
mai/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;1.116.989,96;12.555.333,27;14.652.862,99;275.583,74
jan/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;121.833.267,49;9.855.367,54;13.758,99;10.992.170,67
ago/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;5.272.670,79;12.869.763,18;13.209.195,24;279.978,15
jul/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;2.314.438,02;13.339.484,26;14.459.681,70;331.637,47
abr/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;1.742.044,38;14.907.085,37;11.132.689,80;532.469,97
mar/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;2.362.778,46;10.709.487,86;12.210.681,85;430.775,27
jun/25;26000 - Ministério da Educação;26447 - Universidade Federal do Oeste da Bahia;16.065.497,51;16.199.759,10;14.804.108,37;43.965,95
fev/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;3.455.705,81;21.739.283,20;17.953.283,47;4.279.792,75
abr/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;4.055.386,46;27.350.759,25;20.609.636,25;1.591.259,89
ago/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;7.249.030,92;6.509.412,31;26.252.982,55;166.701,54
mar/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;14.466.073,93;19.975.786,95;19.994.368,48;2.051.709,74
mai/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;3.559.451,12;26.427.995,11;28.478.184,26;538.215,60
jul/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;11.445.219,99;25.966.494,06;33.754.853,51;909.953,50
jan/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;217.309.444,82;17.456.917,51;306.606,66;21.013.689,31
jun/25;26000 - Ministério da Educação;26441 - Universidade Federal do Oeste do Pará;31.374.897,23;33.372.811,84;26.944.798,71;1.569.081,07
abr/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;31.596.142,50;236.030.714,03;171.239.213,67;3.340.431,67
mai/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;18.256.998,94;185.244.458,76;248.790.237,33;5.252.029,60
jun/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;73.012.489,89;256.137.361,02;171.152.995,80;2.772.234,62
jan/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;1.728.877.809,65;157.556.818,40;499.228,43;167.884.122,64
fev/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;22.348.944,08;142.582.113,94;144.901.161,05;47.166.638,81
mar/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;14.551.652,41;183.312.238,94;166.517.585,73;9.894.191,38
ago/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;36.063.824,29;175.224.810,15;197.226.661,21;1.032.808,63
jul/25;26000 - Ministério da Educação;26241 - Universidade Federal do Paraná;142.852.439,78;202.901.404,74;272.887.630,30;2.037.403,68
fev/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;18.988.786,57;143.590.557,86;114.453.229,49;20.464.806,33
jul/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;259.247.334,49;167.418.391,90;221.729.249,73;741.134,88
mar/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;29.502.720,84;143.292.758,80;144.196.990,11;4.678.941,97
ago/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;43.817.361,32;155.886.085,50;164.917.259,06;832.785,99
jan/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;1.173.703.884,36;141.773.049,41;21.174.655,50;141.824.333,58
mai/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;6.840.599,71;168.764.424,06;176.720.406,94;5.617.062,46
abr/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;23.356.460,16;189.874.713,93;143.853.340,66;8.199.963,77
jun/25;26000 - Ministério da Educação;26239 - Universidade Federal do Pará;160.340.973,94;220.274.963,55;179.376.146,20;2.808.172,38
abr/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;10.539.840,25;42.265.085,83;32.734.644,59;1.149.842,93
jun/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;9.454.495,47;51.741.834,29;40.385.386,08;1.785.356,83
jan/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;362.426.326,93;31.003.658,91;164.061,27;35.252.597,08
fev/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;4.206.313,92;31.086.278,21;28.902.029,49;8.942.765,73
ago/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;42.659.468,88;42.892.727,43;35.167.860,82;618.375,08
mai/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;760.460,07;33.994.228,64;38.303.556,53;652.849,28
mar/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;5.371.011,42;32.092.532,39;31.409.667,91;1.897.268,39
jul/25;26000 - Ministério da Educação;26351 - Universidade Federal do Recôncavo da Bahia;13.050.478,47;37.419.511,66;53.985.739,79;1.176.632,20
jun/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;75.490.928,01;489.191.907,50;386.039.687,20;3.695.379,36
abr/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;45.878.123,92;448.836.661,83;333.818.609,08;24.623.502,70
jul/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;37.316.878,16;412.203.006,56;500.377.322,43;4.427.711,86
jan/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;3.772.245.771,71;335.071.883,32;17.388.197,95;342.098.848,23
mar/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;37.425.382,58;343.657.823,35;334.937.458,62;18.243.848,27
mai/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;27.433.584,61;376.212.350,97;433.385.240,99;6.209.836,78
fev/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;46.501.254,34;295.015.363,36;297.451.730,95;73.495.361,52
ago/25;26000 - Ministério da Educação;26245 - Universidade Federal do Rio de Janeiro;37.718.227,38;377.893.405,22;397.306.719,64;6.701.046,54
ago/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;12.741.744,30;66.226.576,38;66.613.743,04;206.493,19
jul/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;9.937.335,06;64.950.995,98;84.600.450,81;384.143,07
jan/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;626.413.573,68;55.670.686,86;567.563,73;51.152.841,47
fev/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;6.886.151,65;54.610.208,51;53.420.333,33;10.755.819,77
jun/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;44.860.594,01;84.115.358,89;70.050.823,38;710.469,50
mai/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;747.966,91;63.325.600,30;67.619.047,53;522.386,10
mar/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;7.952.914,31;52.151.644,28;52.946.937,73;2.957.812,19
abr/25;26000 - Ministério da Educação;26273 - Universidade Federal do Rio Grande;40.520.752,86;70.137.000,79;52.126.171,14;783.634,37
